State,State Code,District,Party,Candidate,Incumbent,Votes,Pct%,Elected,Won Party
Virginia,VA,3rd,Republician,Namkung,/,67668,32.60%,FALSE,Democratic
Virginia,VA,4th,Democratic,McEachin,Incumbent,159912,64.40%,TRUE,Democratic
Virginia,VA,4th,Republician,Benjamin,/,88587,35.60%,FALSE,Democratic
Virginia,VA,5th,Republician,Good,Incumbent,177191,57.70%,TRUE,Republician
Virginia,VA,5th,Democratic,Throneburg,/,129996,42.30%,FALSE,Republician
Virginia,VA,6th,Republician,Cline,Incumbent,173352,64.50%,TRUE,Republician
Virginia,VA,6th,Democratic,Lewis,/,95410,35.50%,FALSE,Republician
Virginia,VA,7th,Democratic,Spanberger,Incumbent,143357,52.30%,TRUE,Democratic
Virginia,VA,7th,Republician,Vega,/,130586,47.70%,FALSE,Democratic
Virginia,VA,8th,Democratic,Beyer,Incumbent,197760,73.70%,TRUE,Democratic
Virginia,VA,8th,Republician,Lipsman,/,66589,24.80%,FALSE,Democratic
Virginia,VA,8th,Independent Party,Fikre,/,4078,1.50%,FALSE,Democratic
Virginia,VA,9th,Republician,Griffith,Incumbent,182207,73.40%,TRUE,Republician
Virginia,VA,9th,Democratic,DeVaughan,/,66027,26.60%,FALSE,Republician
Virginia,VA,10th,Democratic,Wexton,Incumbent,157405,53.30%,TRUE,Democratic
Virginia,VA,10th,Republician,Cao,/,138163,46.70%,FALSE,Democratic
Virginia,VA,11th,Democratic,Connolly,Incumbent,193190,66.90%,TRUE,Democratic
Virginia,VA,11th,Republician,Myles,/,95634,33.10%,FALSE,Democratic
Washington,WA,1st,Democratic,DelBene,Incumbent,181992,63.60%,TRUE,Democratic
Washington,WA,1st,Republician,Cavaleri,/,104329,36.40%,FALSE,Democratic
Washington,WA,2nd,Democratic,Larsen,Incumbent,202980,60.20%,TRUE,Democratic
Washington,WA,2nd,Republician,Matthews,/,134335,39.80%,FALSE,Democratic
Washington,WA,3rd,Democratic,Gluesenkamp Perez,/,160314,50.40%,TRUE,Democratic
Washington,WA,3rd,Republician,Kent,/,157685,49.60%,FALSE,Democratic
Washington,WA,4th,Republician,Newhouse,Incumbent,150619,68.10%,TRUE,Republician
Washington,WA,4th,Democratic,White,/,70710,31.90%,FALSE,Republician
Washington,WA,5th,Republician,McMorris Rodgers,Incumbent,188648,59.70%,TRUE,Republician
Washington,WA,5th,Democratic,Hill,/,127585,40.30%,FALSE,Republician
Washington,WA,6th,Democratic,Kilmer,Incumbent,208710,60.10%,TRUE,Democratic
Washington,WA,6th,Republician,Kreiselmaier,/,138754,39.90%,FALSE,Democratic
Washington,WA,7th,Democratic,Jayapal,Incumbent,295998,85.70%,TRUE,Democratic
Washington,WA,7th,Republician,Moon,/,49207,14.30%,FALSE,Democratic
Washington,WA,8th,Democratic,Schrier,Incumbent,179003,53.40%,TRUE,Democratic
Washington,WA,8th,Republician,Larkin,/,155976,46.60%,FALSE,Democratic
Washington,WA,9th,Democratic,Smith,Incumbent,171746,71.70%,TRUE,Democratic
Washington,WA,9th,Republician,Basler,/,67631,28.30%,FALSE,Democratic
Washington,WA,10th,Democratic,Strickland,Incumbent,152544,57.10%,TRUE,Democratic
Washington,WA,10th,Republician,Swank,/,114777,42.90%,FALSE,Democratic
West Virginia,WV,1st,Republician,Miller,Incumbent,151511,66.70%,TRUE,Republician
West Virginia,WV,1st,Democratic,Watson,/,65428,28.80%,FALSE,Republician
West Virginia,WV,1st,Independent Party,Fox-Spencer,/,10257,4.50%,FALSE,Republician
West Virginia,WV,2nd,Republician,Mooney,Incumbent,160493,65.60%,TRUE,Republician
West Virginia,WV,2nd,Democratic,Wendell,/,84278,34.40%,FALSE,Republician
Wisconsin,WI,1st,Republician,Steil,Incumbent,162566,54.10%,TRUE,Republician
Wisconsin,WI,1st,Democratic,Roe,/,135791,45.20%,FALSE,Republician
Wisconsin,WI,1st,Independent Party,Barman,/,2247,0.70%,FALSE,Republician
Wisconsin,WI,2nd,Democratic,Pocan,Incumbent,268740,71.00%,TRUE,Democratic
Wisconsin,WI,2nd,Republician,Olsen,/,101889,26.90%,FALSE,Democratic
Wisconsin,WI,2nd,Independent Party,Alexander,/,7689,2.00%,FALSE,Democratic
Wisconsin,WI,3rd,Republician,Van Orden,/,164633,51.80%,TRUE,Republician
Wisconsin,WI,3rd,Democratic,Pfaff,/,152939,48.20%,FALSE,Republician
Wisconsin,WI,4th,Democratic,Moore,Incumbent,192226,75.40%,TRUE,Democratic
Wisconsin,WI,4th,Republician,Rogers,/,57660,22.60%,FALSE,Democratic
Wisconsin,WI,4th,Independent Party,Raymond,/,5165,2.00%,FALSE,Democratic
Wisconsin,WI,5th,Republician,Fitzgerald,Incumbent,243734,64.40%,TRUE,Republician
Wisconsin,WI,5th,Democratic,Van Someren,/,134572,35.60%,FALSE,Republician
Wisconsin,WI,6th,Republician,Grothman,Incumbent,0,0%,TRUE,Republician
Wisconsin,WI,7th,Republician,Tiffany,Incumbent,209270,61.90%,TRUE,Republician
Wisconsin,WI,7th,Democratic,Ausman,/,128895,38.10%,FALSE,Republician
Wisconsin,WI,8th,Republician,Gallagher,Incumbent,223806,73.50%,TRUE,Republician
Wisconsin,WI,8th,Independent Party,Boucher,/,48757,16.00%,FALSE,Republician
Wisconsin,WI,8th,Libertarian Party,VandenPlas,/,32043,10.50%,FALSE,Republician
Wyoming,WY,At Large,Republician,Harriet Hageman,/,132215,69.80%,TRUE,Republician
Wyoming,WY,At Large,Democratic,Lynnette GreyBull,/,47241,24.90%,FALSE,Republician
Wyoming,WY,At Large,Libertarian Party,Richard Brubaker,/,5420,2.90%,FALSE,Republician
Wyoming,WY,At Large,Other Party,Marissa Selvig,/,4503,2.40%,FALSE,Republician
